0,0,"683,384"
0,0,"727,379"
0,0,"763,377"
0,0,"763,377"
0,0,"812,371"
0,0,"812,371"
0,0,"849,363"
0,0,"849,363"
0,0,"867,357"
0,0,"880,351"
0,0,"890,346"
0,0,"905,337"
0,0,"927,324"
0,0,"927,324"
0,0,"930,322"
0,0,"933,319"
0,0,"933,318"
0,0,"933,316"
0,0,"933,316"
0,0,"933,308"
0,0,"930,301"
0,0,"926,291"
0,0,"926,291"
0,0,"921,280"
0,0,"900,233"
0,0,"900,233"
0,0,"886,200"
0,0,"829,99"
0,0,"829,99"
0,0,"739,6"
0,0,"739,6"
0,0,"589,0"
0,0,"507,0"
0,0,"426,0"
0,0,"319,0"
0,0,"319,0"
0,0,"210,0"
0,0,"114,0"
0,99,"-1,-1,DIGITIZER_UL"
0,99,"0,0,MOUSE_UL"
0,0,"0,0"
0,0,"0,0"
0,0,"0,0"
0,0,"0,0"
0,0,"0,0"
0,0,"0,0"
0,0,"0,0"
0,0,"0,0"
0,0,"0,0"
0,0,"0,0"
0,0,"0,0"
0,0,"0,0"
0,0,"0,0"
0,0,"0,0"
0,0,"0,0"
0,0,"0,0"
0,0,"0,0"
0,0,"0,0"
0,0,"0,0"
0,0,"3,0"
0,0,"3,0"
0,0,"4,0"
0,0,"4,0"
0,0,"5,0"
0,0,"5,0"
0,0,"6,0"
0,0,"6,0"
0,0,"6,0"
0,0,"7,0"
0,0,"7,0"
0,0,"7,0"
0,0,"7,0"
0,0,"7,0"
0,0,"7,0"
0,0,"7,0"
0,0,"7,0"
0,0,"7,0"
0,0,"7,0"
0,0,"7,0"
0,0,"7,0"
0,0,"7,0"
0,0,"7,0"
0,0,"8,0"
0,0,"8,0"
0,0,"8,0"
0,0,"8,0"
0,0,"8,0"
0,0,"8,0"
0,0,"8,0"
0,0,"8,0"
0,0,"8,0"
0,0,"8,0"
0,0,"8,0"
0,0,"9,0"
0,0,"9,0"
0,0,"9,0"
0,0,"9,0"
0,0,"10,0"
0,0,"10,0"
0,0,"11,0"
0,0,"16,4"
0,0,"17,7"
0,0,"20,10"
0,0,"21,12"
0,0,"27,18"
0,0,"29,20"
0,0,"43,34"
0,0,"53,44"
0,0,"79,67"
0,0,"97,82"
0,0,"124,100"
0,0,"135,108"
0,0,"143,113"
0,0,"152,118"
0,0,"155,120"
0,0,"157,121"
0,0,"158,122"
0,0,"158,122"
0,0,"161,125"
0,0,"175,145"
0,0,"188,161"
0,0,"203,179"
0,0,"217,195"
0,0,"233,219"
0,0,"247,233"
0,0,"257,243"
0,0,"269,255"
0,0,"273,259"
0,0,"279,267"
0,0,"283,270"
0,0,"283,270"
0,0,"285,272"
0,0,"285,276"
0,0,"286,280"
0,0,"286,283"
0,0,"286,285"
0,0,"286,289"
0,0,"286,291"
0,0,"286,292"
0,0,"286,293"
0,0,"285,296"
0,0,"282,299"
0,0,"277,303"
0,0,"275,305"
0,0,"275,305"
0,0,"266,307"
0,0,"261,308"
0,0,"257,308"
0,0,"248,308"
0,0,"241,306"
0,0,"236,306"
0,0,"232,305"
0,0,"229,304"
0,0,"227,304"
0,0,"227,304"
0,0,"221,304"
0,0,"218,304"
0,0,"218,304"
0,0,"216,304"
0,0,"216,304"
0,0,"215,304"
0,0,"213,303"
0,0,"211,301"
0,0,"209,299"
0,0,"208,298"
0,0,"206,297"
0,0,"202,296"
0,0,"196,296"
0,0,"196,296"
0,0,"176,296"
0,0,"170,296"
0,0,"159,296"
0,0,"148,296"
0,0,"140,296"
0,0,"133,296"
0,0,"133,296"
0,0,"129,296"
0,0,"127,296"
0,0,"126,296"
0,0,"125,296"
0,0,"124,296"
0,0,"125,296"
0,0,"126,295"
0,0,"126,295"
0,0,"134,295"
0,0,"142,295"
0,0,"155,295"
0,0,"159,295"
0,0,"169,295"
0,0,"184,295"
0,0,"193,295"
0,0,"198,295"
0,0,"202,295"
0,0,"209,295"
0,0,"214,295"
0,0,"217,295"
0,0,"219,295"
0,0,"219,295"
0,0,"223,295"
0,0,"224,295"
0,0,"225,295"
0,0,"226,295"
0,0,"228,296"
0,0,"230,296"
0,0,"233,297"
0,0,"233,297"
0,0,"239,297"
0,0,"241,298"
0,0,"243,298"
0,0,"243,298"
0,0,"244,300"
0,0,"243,304"
0,0,"239,307"
0,0,"233,313"
0,0,"228,317"
0,0,"218,322"
0,0,"209,327"
0,0,"209,327"
0,0,"198,330"
0,0,"181,334"
0,0,"178,336"
0,0,"174,336"
0,0,"172,337"
0,0,"171,338"
0,0,"168,339"
0,0,"167,340"
0,0,"164,342"
0,0,"161,344"
0,0,"155,348"
0,0,"150,352"
0,0,"144,355"
0,0,"143,357"
0,0,"140,358"
0,0,"139,362"
0,0,"138,365"
0,0,"135,369"
0,0,"134,371"
0,0,"132,375"
0,0,"132,375"
0,0,"136,373"
0,0,"145,370"
0,0,"147,369"
0,0,"154,368"
0,0,"158,368"
0,0,"165,367"
0,0,"174,367"
0,0,"178,367"
0,0,"183,366"
0,0,"188,366"
0,0,"188,366"
0,0,"195,366"
0,0,"196,365"
0,0,"197,365"
0,0,"198,365"
0,0,"199,364"
0,0,"199,364"
0,0,"205,364"
0,0,"209,364"
0,0,"213,364"
